url,name,from,to,pos,ht,wt,dob,college,active
/players/r/roberan01.html,Anthony Roberts,1978,1984,F-G,6-5,185,"April 15, 1955",Oral Roberts University,False
/players/r/roberbi01.html,Bill Roberts,1949,1950,C,6-9,210,"March 13, 1925",University of Wyoming,False
/players/r/roberbr01.html,Brian Roberts,2013,2015,G,6-1,180,"December 3, 1985",University of Dayton,True
/players/r/roberfr01.html,Fred Roberts,1984,1997,F-C,6-10,218,"August 14, 1960",Brigham Young University,False
/players/r/roberjo01.html,Joe Roberts,1961,1968,F,6-6,214,"May 18, 1936",Ohio State University,False
/players/r/roberla01.html,Lawrence Roberts,2006,2007,F,6-9,240,"October 20, 1982",Mississippi State University,False
/players/r/roberma01.html,Marv Roberts,1972,1977,F-C,6-8,200,"January 29, 1950",Utah State University,False
/players/r/roberst01.html,Stanley Roberts,1992,2000,C,7-0,285,"February 7, 1970",Louisiana State University,False
/players/r/roberal01.html,Alvin Robertson,1985,1996,G,6-3,185,"July 22, 1962",University of Arkansas,False
/players/r/roberos01.html,Oscar Robertson*,1961,1974,G-F,6-5,205,"November 24, 1938",University of Cincinnati,False
/players/r/roberry01.html,Ryan Robertson,2000,2000,G,6-5,190,"October 2, 1976",University of Kansas,False
/players/r/roberto01.html,Tony Robertson,1978,1979,G,6-4,195,"January 1, 1956",West Virginia University,False
/players/r/robeyri01.html,Rick Robey,1979,1986,C-F,6-11,230,"January 30, 1956",University of Kentucky,False
/players/r/robinbe01.html,Bernard Robinson,2005,2007,G-F,6-6,210,"December 26, 1980",University of Michigan,False
/players/r/robinch01.html,Chris Robinson,1997,1998,G,6-5,200,"April 2, 1974",Western Kentucky University,False
/players/r/robincl01.html,Cliff Robinson,1980,1992,F,6-9,220,"March 13, 1960",University of Southern California,False
/players/r/robincl02.html,Clifford Robinson,1990,2007,F-C,6-10,225,"December 16, 1966",University of Connecticut,False
/players/r/robinda01.html,David Robinson*,1990,2003,C,7-1,235,"August 6, 1965",United States Naval Academy,False
/players/r/robined01.html,Eddie Robinson,2000,2004,G-F,6-8,210,"April 19, 1976",University of Central Oklahoma,False
/players/r/robinfl01.html,Flynn Robinson,1967,1974,G,6-1,185,"April 28, 1941",University of Wyoming,False
/players/r/robingl01.html,Glenn Robinson,1995,2005,F,6-7,225,"January 10, 1973",Purdue University,False
/players/r/robingl02.html,Glenn Robinson,2015,2015,F,6-7,222,"January 8, 1994",University of Michigan,True
/players/r/robinja01.html,Jackie Robinson,1979,1982,F,6-6,210,"May 20, 1955","University of Nevada, Las Vegas",False
/players/r/robinja03.html,Jamal Robinson,2001,2001,F,6-7,212,"December 27, 1973",University of Virginia,False
/players/r/robinja02.html,James Robinson,1994,2001,G,6-2,180,"August 31, 1970",University of Alabama,False
/players/r/robinla01.html,Larry Robinson,1991,2002,F-G,6-3,180,"January 11, 1968",Centenary College of Louisiana,False
/players/r/robinna01.html,Nate Robinson,2006,2015,G,5-9,180,"May 31, 1984",University of Washington,True
/players/r/robinol01.html,Oliver Robinson,1983,1983,G,6-4,180,"March 13, 1960",University of Alabama at Birmingham,False
/players/r/robinro01.html,Ronnie Robinson,1974,1975,F,6-8,200,"March 9, 1951",University of Memphis,False
/players/r/robinru01.html,Rumeal Robinson,1991,1997,G,6-2,195,"November 13, 1966",University of Michigan,False
/players/r/robinsa01.html,Samuel Robinson,1971,1972,F,6-7,190,"January 1, 1948","California State University, Long Beach",False
/players/r/robinth01.html,Thomas Robinson,2013,2015,F,6-9,240,"March 17, 1991",University of Kansas,True
/players/r/robintr01.html,Truck Robinson,1975,1985,F-C,6-7,225,"October 4, 1951",Tennessee State University,False
/players/r/robinwa01.html,Wayne Robinson,1981,1981,F,6-8,217,"April 19, 1958",Virginia Polytechnic Institute and State University,False
/players/r/robinwi01.html,Wilbert Robinson,1974,1974,G,6-2,175,"December 25, 1949",West Virginia University,False
/players/r/robinbi01.html,Bill Robinzine,1976,1982,F,6-7,230,"January 20, 1953",DePaul University,False
/players/r/robisda01.html,Dave Robisch,1972,1984,C-F,6-10,235,"December 22, 1949",University of Kansas,False
/players/r/rochare01.html,Red Rocha,1948,1957,C-F,6-9,185,"September 18, 1923",Oregon State University,False
/players/r/rochejo01.html,John Roche,1972,1982,G,6-3,170,"September 26, 1949",University of South Carolina,False
/players/r/rockge01.html,Gene Rock,1948,1948,G,5-9,155,"November 4, 1921",University of Southern California,False
/players/r/rockeja01.html,Jack Rocker,1948,1948,C-F,6-5,185,"August 12, 1922",University of California,False
/players/r/rodgegu01.html,Guy Rodgers*,1959,1970,G,6-0,185,"September 1, 1935",Temple University,False
/players/r/rodmade01.html,Dennis Rodman*,1987,2000,F,6-7,210,"May 13, 1961",Southeastern Oklahoma State University,False
/players/r/rodrise01.html,Sergio Rodriguez,2007,2010,G,6-3,168,"June 12, 1986",,False
/players/r/roelo01.html,Lou Roe,1996,1997,F,6-7,220,"July 14, 1972",University of Massachusetts Amherst,False
/players/r/rogerca01.html,Carlos Rogers,1995,2002,C-F,6-11,220,"February 6, 1971",Tennessee State University,False
/players/r/rogerha01.html,Harry Rogers,1976,1976,F,6-7,195,"December 31, 1950",Saint Louis University,False
/players/r/rogerjo01.html,Johnny Rogers,1987,1988,F-C,6-10,225,"December 30, 1963","University of California, Irvine",False
/players/r/rogerma01.html,Marshall Rogers,1977,1977,G,6-1,190,"August 27, 1953",University of Texas-Pan American,False
/players/r/rogerro01.html,Rodney Rogers,1994,2005,F,6-7,235,"June 20, 1971",Wake Forest University,False
/players/r/rogerro02.html,Roy Rogers,1997,2000,F,6-10,235,"August 19, 1973",University of Alabama,False
/players/r/rogerwi01.html,Willie Rogers,1969,1969,G-F,6-3,185,"September 11, 1945",University of Oklahoma,False
/players/r/rogesal01.html,Al Roges,1954,1955,G-F,6-4,195,"October 25, 1930",Long Island University,False
/players/r/rohloke01.html,Ken Rohloff,1964,1964,G,6-0,195,"April 18, 1939",North Carolina State University,False
/players/r/rollike01.html,Kenny Rollins,1949,1953,G,6-0,168,"September 14, 1923",University of Kentucky,False
/players/r/rolliph01.html,Phil Rollins,1959,1961,G,6-2,185,"January 19, 1934",University of Louisville,False
/players/r/rollitr01.html,Tree Rollins,1978,1995,C,7-1,235,"June 16, 1955",Clemson University,False
/players/r/romarlo01.html,Lorenzo Romar,1981,1985,G,6-1,175,"November 13, 1958",University of Washington,False
/players/r/rondora01.html,Rajon Rondo,2007,2015,G,6-1,171,"February 22, 1986",University of Kentucky,True
/players/r/rookje01.html,Jerry Rook,1970,1970,F,6-5,219,"October 27, 1943",Arkansas State University,False
/players/r/rooksse01.html,Sean Rooks,1993,2004,C,6-10,250,"September 9, 1969",University of Arizona,False
/players/r/rosede01.html,Derrick Rose,2009,2015,G,6-3,190,"October 4, 1988",University of Memphis,True
/players/r/roseja01.html,Jalen Rose,1995,2007,G-F,6-8,210,"January 30, 1973",University of Michigan,False
/players/r/rosema01.html,Malik Rose,1997,2009,F,6-7,250,"November 23, 1974",Drexel University,False
/players/r/rosero01.html,Rob Rose,1989,1989,G,6-5,180,"December 27, 1964",George Mason University,False
/players/r/rosenpe01.html,Petey Rosenberg,1947,1947,G,5-10,165,"April 7, 1918",Saint Joseph's University,False
/players/r/rosenle01.html,Lennie Rosenbluth,1958,1959,F,6-4,190,"January 22, 1933",University of North Carolina,False
/players/r/rosenha01.html,Hank Rosenstein,1947,1947,F,6-4,185,"June 16, 1920",City College of New York,False
/players/r/rosendi01.html,Dick Rosenthal,1955,1957,F-G,6-5,205,"January 20, 1930",University of Notre Dame,False
/players/r/rossqu01.html,Quinton Ross,2005,2011,G,6-6,195,"April 30, 1981",Southern Methodist University,False
/players/r/rosste01.html,Terrence Ross,2013,2015,G,6-7,195,"February 5, 1991",University of Washington,True
/players/r/rothdo01.html,Doug Roth,1990,1990,C,6-11,255,"August 24, 1967",University of Tennessee,False
/players/r/rothsc01.html,Scott Roth,1988,1990,F,6-8,212,"June 3, 1963",University of Wisconsin,False
/players/r/rotheir01.html,Irv Rothenberg,1947,1949,C,6-7,215,"December 31, 1921",Long Island University,False
/players/r/rottnmi01.html,Mickey Rottner,1947,1948,G,5-10,180,"March 23, 1919",Loyola University of Chicago,False
/players/r/roundda01.html,Dan Roundfield,1976,1987,F-C,6-8,205,"May 26, 1953",Central Michigan University,False
/players/r/rouxgi01.html,Giff Roux,1947,1949,F-C,6-5,195,"June 28, 1923",University of Kansas,False
/players/r/rowanro01.html,Ron Rowan,1987,1987,G,6-5,200,"April 23, 1962",St. John's University,False
/players/r/rowecu01.html,Curtis Rowe,1972,1979,F,6-7,225,"July 2, 1949","University of California, Los Angeles",False
/players/r/rowinji01.html,Jim Rowinski,1989,1990,F-C,6-8,250,"January 4, 1961",Purdue University,False
/players/r/rowlade01.html,Derrick Rowland,1986,1986,G,6-5,195,"June 21, 1959",State University of New York at Potsdam,False
/players/r/rowsobr01.html,Brian Rowsom,1988,1990,F,6-9,220,"October 23, 1965",University of North Carolina at Wilmington,False
/players/r/roybr01.html,Brandon Roy,2007,2013,G,6-6,215,"July 23, 1984",University of Washington,False
/players/r/royaldo01.html,Donald Royal,1990,1998,F,6-8,210,"May 22, 1966",University of Notre Dame,False
/players/r/royalre01.html,Reggie Royals,1975,1975,C,6-10,200,"September 18, 1950",Florida State University,False
/players/r/royerbo01.html,Bob Royer,1950,1950,G,5-10,155,"October 15, 1927",Indiana State University,False
/players/r/roziecl01.html,Clifford Rozier,1995,1998,C-F,6-11,245,"October 31, 1972",University of Louisville,False
/players/r/rubiori01.html,Ricky Rubio,2012,2015,G,6-4,180,"October 21, 1990",,True
/players/r/ruckegu01.html,Guy Rucker,2003,2003,F-C,6-11,265,"July 27, 1977",University of Iowa,False
/players/r/ruddde01.html,Delaney Rudd,1990,1993,G,6-2,180,"November 8, 1962",Wake Forest University,False
/players/r/ruddjo01.html,John Rudd,1979,1979,F,6-7,230,"August 7, 1955",McNeese State University,False
/players/r/rudezda01.html,Damjan Rudez,2015,2015,F,6-10,200,"June 17, 1986",,True
/players/r/rudomjo01.html,John Rudometkin,1963,1965,F,6-6,205,"June 6, 1940",University of Southern California,False
/players/r/ruffimi01.html,Michael Ruffin,2000,2009,F,6-9,246,"January 21, 1977",University of Tulsa,False
/players/r/ruffitr01.html,Trevor Ruffin,1995,1996,G,6-1,185,"September 26, 1970",University of Hawaii,False
/players/r/ruffnpa01.html,Paul Ruffner,1971,1976,C-F,6-10,225,"October 15, 1948",Brigham Young University,False
/players/r/ruklijo01.html,Joe Ruklick,1960,1962,F-C,6-9,220,"August 3, 1938",Northwestern University,False
/players/r/rulanje01.html,Jeff Ruland,1982,1993,C-F,6-10,240,"December 16, 1958",Iona College,False
/players/r/rulebo01.html,Bob Rule,1968,1975,C-F,6-9,220,"June 29, 1944",Colorado State University,False
/players/r/rulloje01.html,Jerry Rullo,1947,1950,G,5-10,165,"June 23, 1923",Temple University,False
/players/r/ruscost01.html,Stefano Rusconi,1996,1996,C-F,6-9,240,"October 2, 1968",,False
/players/r/rushbr01.html,Brandon Rush,2009,2015,F,6-6,210,"July 7, 1985",University of Kansas,True
/players/r/rushka01.html,Kareem Rush,2003,2010,G,6-6,215,"October 30, 1980",University of Missouri,False
/players/r/russebi01.html,Bill Russell*,1957,1969,C,6-10,215,"February 12, 1934",University of San Francisco,False
/players/r/russebr01.html,Bryon Russell,1994,2006,F,6-7,225,"December 31, 1970","California State University, Long Beach",False
/players/r/russeca02.html,Campy Russell,1975,1985,F,6-8,215,"January 12, 1952",University of Michigan,False
/players/r/russeca01.html,Cazzie Russell,1967,1978,F-G,6-5,218,"June 7, 1944",University of Michigan,False
/players/r/russefr01.html,Frank Russell,1973,1973,G,6-3,180,"April 17, 1949",University of Detroit Mercy,False
/players/r/russepi01.html,Pierre Russell,1972,1973,F-G,6-4,190,"December 13, 1949",University of Kansas,False
/players/r/russeru01.html,Rubin Russell,1968,1968,G,6-2,180,"November 7, 1944",University of North Texas,False
/players/r/russewa01.html,Walker Russell,1983,1988,G,6-5,195,"October 26, 1960",Western Michigan University,False
/players/r/russewa02.html,Walker Russell,2012,2012,G,6-0,170,"October 6, 1982",Jacksonville State University,False
/players/s/sabonar01.html,Arvydas Sabonis*,1996,2003,C,7-3,279,"December 19, 1964",,False
/players/s/sacrero01.html,Robert Sacre,2013,2015,C,7-0,263,"June 6, 1989",Gonzaga University,True
/players/s/sadowed01.html,Ed Sadowski,1947,1950,C,6-5,240,"July 11, 1917",Seton Hall University,False
/players/s/sailoke01.html,Kenny Sailors,1947,1951,G,5-10,175,"January 14, 1922",University of Wyoming,False
/players/s/sallejo01.html,John Salley,1987,2000,F-C,6-11,230,"May 16, 1964",Georgia Institute of Technology,False
/players/s/salmojo01.html,John Salmons,2003,2015,G,6-7,210,"December 12, 1979",University of Miami,True
/players/s/salvaal01.html,Al Salvadori,1968,1968,F,6-9,220,"May 6, 1945",University of South Carolina,False
/players/s/salvake01.html,Kevin Salvadori,1997,1998,C,7-0,231,"December 30, 1970",University of North Carolina,False
/players/s/samakso01.html,Soumaila Samake,2001,2003,C,7-0,230,"March 18, 1978",,False
/players/s/sambch01.html,Cheikh Samb,2008,2009,C,7-1,245,"October 22, 1984",,False
/players/s/sampsja02.html,JaKarr Sampson,2015,2015,F,6-9,214,"March 20, 1993",St. John's University,True
/players/s/sampsja01.html,Jamal Sampson,2003,2007,F-C,6-11,235,"May 15, 1983",University of California,False
/players/s/sampsra01.html,Ralph Sampson*,1984,1992,C-F,7-4,228,"July 7, 1960",University of Virginia,False
/players/s/samuesa01.html,Samardo Samuels,2011,2013,F,6-9,260,"January 9, 1989",University of Louisville,False
/players/s/sanchpe01.html,Pepe Sanchez,2001,2003,G,6-4,195,"May 8, 1977",Temple University,False
/players/s/sandeal01.html,Al Sanders,1973,1973,F,6-7,240,"January 1, 1950",Louisiana State University,False
/players/s/sandefr01.html,Frankie Sanders,1979,1981,F-G,6-6,200,"January 23, 1957",Southern University and A&M College,False
/players/s/sandeje01.html,Jeff Sanders,1990,1993,F,6-8,225,"January 14, 1966",Georgia Southern University,False
/players/s/sandela01.html,Larry Sanders,2011,2015,F,6-11,235,"November 21, 1988",Virginia Commonwealth University,True
/players/s/sandeme01.html,Melvin Sanders,2006,2006,G-F,6-5,210,"January 3, 1981",Oklahoma State University,False
/players/s/sandemi01.html,Mike Sanders,1983,1993,F-G,6-6,210,"May 7, 1960","University of California, Los Angeles",False
/players/s/sandeto01.html,Tom Sanders*,1961,1973,F,6-6,210,"November 8, 1938",New York University,False
/players/s/sanforo01.html,Ron Sanford,1972,1972,F,6-9,215,"June 11, 1946",University of New Mexico,False
/players/s/santida01.html,Daniel Santiago,2001,2005,C,7-1,256,"June 24, 1976",Saint Vincent College,False
/players/s/santibo01.html,Bob Santini,1956,1956,F,6-5,190,"February 17, 1935",Iona College,False
/players/s/sapplwa01.html,Wayne Sappleton,1985,1985,F,6-9,215,"November 17, 1960",Loyola University of Chicago,False
/players/s/sasseja01.html,Jason Sasser,1997,1999,F,6-7,225,"January 13, 1974",Texas Tech University,False
/players/s/sasseje01.html,Jeryl Sasser,2002,2003,G,6-6,200,"February 13, 1979",Southern Methodist University,False
/players/s/satteke01.html,Kenny Satterfield,2002,2003,G,6-2,186,"April 10, 1981",University of Cincinnati,False
/players/s/saulpe01.html,Pep Saul,1950,1955,G-F,6-2,185,"February 16, 1924",Seton Hall University,False
/players/s/sauldwo01.html,Woody Sauldsberry,1958,1966,F-C,6-7,220,"July 11, 1934",Texas Southern University,False
/players/s/saultgl01.html,Glynn Saulters,1969,1969,G,6-2,175,"February 10, 1945",University of Louisiana at Monroe,False
/players/s/saundfr01.html,Fred Saunders,1975,1978,F,6-7,210,"June 13, 1951",Syracuse University,False
/players/s/savagdo01.html,Don Savage,1952,1957,F-G,6-3,205,"April 9, 1928",LeMoyne College,False
/players/s/savovpr01.html,Predrag Savovic,2003,2003,G,6-6,225,"May 21, 1976",University of Hawaii,False
/players/s/sawyeal01.html,Alan Sawyer,1951,1951,F,6-5,195,"January 1, 1928","University of California, Los Angeles",False
/players/s/scalabr01.html,Brian Scalabrine,2002,2012,F,6-9,241,"March 18, 1978",University of Southern California,False
/players/s/scaleal01.html,Alex Scales,2006,2006,G,6-4,185,"July 3, 1978",University of Oregon,False
/players/s/scalede01.html,DeWayne Scales,1981,1984,F,6-8,208,"December 28, 1958",Louisiana State University,False
/players/s/schadfr01.html,Frank Schade,1973,1973,G,6-1,170,"January 22, 1950",University of Wisconsin-Eau Claire,False
/players/s/schadbe01.html,Ben Schadler,1948,1948,F,6-0,185,"March 9, 1924",Northwestern University,False
/players/s/schaehe01.html,Herm Schaefer,1949,1950,G-F,6-0,175,"December 20, 1918",Indiana University,False
/players/s/schaebi01.html,Billy Schaeffer,1974,1976,F,6-5,200,"December 11, 1951",St. John's University,False
/players/s/schafbo01.html,Bob Schafer,1956,1957,G,6-3,195,,Villanova University,False
/players/s/scharbe01.html,Ben Scharnus,1947,1949,F,6-2,173,"December 11, 1917",Seton Hall University,False
/players/s/schatma01.html,Marv Schatzman,1950,1950,F,6-5,200,"February 18, 1927",Saint Louis University,False
/players/s/schaufr01.html,Fred Schaus,1950,1954,F,6-5,205,"June 30, 1925",West Virginia University,False
/players/s/schayda01.html,Danny Schayes,1982,1999,C-F,6-11,235,"May 10, 1959",Syracuse University,False
/players/s/schaydo01.html,Dolph Schayes*,1950,1964,F-C,6-7,195,"May 19, 1928",New York University,False
/players/s/schecos01.html,Ossie Schectman,1947,1947,G,6-0,175,"March 30, 1919",Long Island University,False
/players/s/schefst01.html,Steve Scheffler,1991,1997,C-F,6-9,250,"September 3, 1967",Purdue University,False
/players/s/schefto01.html,Tom Scheffler,1985,1985,C,6-11,240,"October 27, 1954",Purdue University,False
/players/s/schelda01.html,Dave Schellhase,1967,1968,G,6-3,205,"October 14, 1944",Purdue University,False
/players/s/schenlu01.html,Luke Schenscher,2006,2007,C,7-1,255,"December 31, 1982",Georgia Institute of Technology,False
/players/s/scherhe01.html,Herb Scherer,1951,1952,C,6-9,212,"December 21, 1928",Long Island University,False
/players/s/schindw01.html,Dwayne Schintzius,1991,1999,C,7-1,260,"October 14, 1968",University of Florida,False
/players/s/schluda01.html,Dale Schlueter,1969,1978,C,6-10,225,"November 12, 1945",Colorado State University,False
/players/s/schneot01.html,Otto Schnellbacher,1949,1949,F-G,6-4,185,"April 15, 1923",University of Kansas,False
/players/s/schnidi01.html,Dick Schnittker,1951,1958,F,6-5,200,"May 27, 1928",Ohio State University,False
/players/s/schoeru01.html,Russ Schoene,1983,1989,F-C,6-10,210,"April 16, 1960",University of Tennessee at Chattanooga,False
/players/s/scholda01.html,Dave Scholz,1970,1970,F,6-8,220,"April 12, 1948",University of Illinois at Urbana-Champaign,False
/players/s/schoomi01.html,Milt Schoon,1947,1950,C,6-7,230,"February 25, 1922",Valparaiso University,False
/players/s/schrede01.html,Detlef Schrempf,1986,2001,F-C,6-9,214,"January 21, 1963",University of Washington,False
/players/s/schrode01.html,Dennis Schroder,2014,2015,G,6-1,168,"September 15, 1993",,True
/players/s/schulho01.html,Howie Schultz,1950,1953,C-F,6-6,200,"July 3, 1922",Hamline University,False
/players/s/schuldi01.html,Dick Schulz,1947,1950,F-G,6-2,192,"January 3, 1917",University of Wisconsin,False
/players/s/schurro01.html,Roger Schurig,1968,1968,G,6-3,185,"April 3, 1942",Vanderbilt University,False
/players/s/schwejo01.html,John Schweitz,1985,1987,G,6-6,210,"April 19, 1960",University of Richmond,False
/players/s/scolalu01.html,Luis Scola,2008,2015,F,6-9,245,"April 30, 1980",,True
/players/s/scolafr01.html,Fred Scolari,1947,1955,G,5-10,180,"March 1, 1922",University of San Francisco,False
/players/s/scottal01.html,Alvin Scott,1978,1985,F-G,6-7,185,"September 14, 1955",Oral Roberts University,False
/players/s/scottbr01.html,Brent Scott,1997,1997,F-C,6-10,250,"June 15, 1971",Rice University,False
/players/s/scottby01.html,Byron Scott,1984,1997,G,6-3,195,"March 28, 1961",Arizona State University,False
/players/s/scottch01.html,Charlie Scott,1971,1980,G-F,6-5,175,"December 15, 1948",University of North Carolina,False
/players/s/scottde01.html,Dennis Scott,1991,2000,F,6-8,229,"September 5, 1968",Georgia Institute of Technology,False
/players/s/scottja01.html,James Scott,1997,1997,F,6-6,180,"June 6, 1972",St. John's University,False
/players/s/scottmi01.html,Mike Scott,2013,2015,F,6-8,237,"July 16, 1988",University of Virginia,True
/players/s/scottra01.html,Ray Scott,1962,1972,F-C,6-9,215,"July 12, 1938",University of Portland,False
/players/s/scottsh01.html,Shawnelle Scott,1997,2002,C,6-10,250,"June 16, 1972",St. John's University,False
/players/s/scottwi01.html,Willie Scott,1970,1970,F,6-5,210,"May 22, 1947",Alabama State University,False
/players/s/scranpa01.html,Paul Scranton,1968,1968,F,6-5,230,"April 30, 1944","California State Polytechnic University, Pomona",False
/players/s/scurrca01.html,Carey Scurry,1986,1988,F,6-7,188,"December 4, 1962",Long Island University,False
/players/s/sealsbr01.html,Bruce Seals,1974,1978,F,6-8,210,"June 18, 1953",Xavier University of Louisiana,False
/players/s/sealssh01.html,Shea Seals,1998,1998,G,6-5,210,"August 26, 1975",University of Tulsa,False
/players/s/sealyma01.html,Malik Sealy,1993,2000,G,6-8,190,"February 1, 1970",St. John's University,False
/players/s/searced01.html,Ed Searcy,1976,1976,F,6-6,210,"April 17, 1952",St. John's University,False
/players/s/searske01.html,Kenny Sears,1956,1964,F,6-9,198,"August 17, 1933",Santa Clara University,False
/players/s/seewa01.html,Wayne See,1950,1950,G,6-3,190,"November 3, 1923",Northern Arizona University,False
/players/s/sefolth01.html,Thabo Sefolosha,2007,2015,G,6-5,215,"May 2, 1984",,True
/players/s/seikaro01.html,Rony Seikaly,1989,1999,C,6-11,230,"May 10, 1965",Syracuse University,False
/players/s/selbogl01.html,Glen Selbo,1950,1950,G-F,6-3,196,"March 29, 1926",University of Wisconsin,False
/players/s/selbyjo01.html,Josh Selby,2012,2013,G,6-2,183,"March 27, 1991",University of Kansas,False
/players/s/sellebr01.html,Brad Sellers,1987,1993,C-F,7-0,210,"December 17, 1962",Ohio State University,False
/players/s/selleph01.html,Phil Sellers,1977,1977,F-G,6-4,195,"November 20, 1953",Rutgers University,False
/players/s/seltzro01.html,Rollie Seltz,1950,1950,G-F,5-10,165,"January 25, 1924",Hamline University,False
/players/s/selvale01.html,Lester Selvage,1968,1970,G,6-1,175,"March 7, 1943",Truman State University,False
/players/s/selvyfr01.html,Frank Selvy,1955,1964,G-F,6-3,180,"November 9, 1932",Furman University,False
/players/s/seminji01.html,Jim Seminoff,1947,1950,G-F,6-2,190,"September 1, 1922",University of Southern California,False
/players/s/senesa01.html,Mouhamed Sene,2007,2009,F,6-11,230,"May 12, 1986",,False
/players/s/senesge01.html,George Senesky,1947,1954,G,6-2,179,"April 4, 1922",Saint Joseph's University,False
/players/s/serapke01.html,Kevin Seraphin,2011,2015,F,6-9,264,"December 7, 1989",,True
/players/s/sesayan01.html,Ansu Sesay,2002,2005,F,6-9,225,"July 29, 1976",University of Mississippi,False
/players/s/sessira01.html,Ramon Sessions,2008,2015,G,6-3,190,"April 11, 1986","University of Nevada, Reno",True
/players/s/seungha01.html,Ha Seung-Jin,2005,2006,C,7-3,305,"August 4, 1985",,False
/players/s/sewelto01.html,Tom Sewell,1985,1985,G,6-5,185,"March 11, 1962",Lamar University,False
/players/s/seymopa01.html,Paul Seymour,1948,1960,G-F,6-1,180,"January 30, 1928",University of Toledo,False
/players/s/shabani01.html,Nick Shaback,1947,1947,G,5-11,180,"September 10, 1918",,False
/players/s/shackly01.html,Lynn Shackelford,1970,1970,F,6-5,190,"August 27, 1947","University of California, Los Angeles",False
/players/s/shackch01.html,Charles Shackleford,1989,1999,F-C,6-10,225,"April 22, 1966",North Carolina State University,False
/players/s/shaefca01.html,Carl Shaeffer,1950,1951,F-G,6-3,185,"October 25, 1924",University of Alabama,False
/players/s/shaffle01.html,Lee Shaffer,1962,1964,F,6-7,220,"February 23, 1939",University of North Carolina,False
/players/s/shakumu01.html,Mustafa Shakur,2011,2014,G,6-3,190,"August 18, 1984",University of Arizona,True
/players/s/shammgo01.html,God Shammgod,1998,1998,G,6-0,169,"April 29, 1976",Providence College,False
/players/s/shannea01.html,Earl Shannon,1947,1949,G-F,5-11,170,"November 23, 1921",University of Rhode Island,False
/players/s/shannho01.html,Howie Shannon,1949,1950,G-F,6-2,175,"June 10, 1923",Kansas State University,False
/players/s/sharech01.html,Chuck Share,1952,1960,C,6-11,235,"March 14, 1927",Bowling Green State University,False
/players/s/sharmbi01.html,Bill Sharman*,1951,1961,G,6-1,175,"May 25, 1926",University of Southern California,False
/players/s/sharpwa01.html,Walter Sharpe,2009,2009,F,6-9,245,"July 18, 1986",University of Alabama at Birmingham,False
/players/s/shaskjo01.html,John Shasky,1989,1991,C,6-11,235,"July 31, 1964",University of Minnesota,False
/players/s/shavlro01.html,Ron Shavlik,1957,1958,F,6-8,200,"December 4, 1933",North Carolina State University,False
/players/s/shawbr01.html,Brian Shaw,1989,2003,G,6-6,190,"March 22, 1966","University of California, Santa Barbara",False
/players/s/shawca01.html,Casey Shaw,1999,1999,C,6-11,260,"July 20, 1975",University of Toledo,False
/players/s/sheabo01.html,Bob Shea,1947,1947,F,6-2,194,"September 11, 1924",University of Rhode Island,False
/players/s/shefffr01.html,Fred Sheffield,1947,1947,F,6-2,165,"November 5, 1923",University of Utah,False
/players/s/sheltcr01.html,Craig Shelton,1981,1982,F,6-7,210,"May 1, 1957",Georgetown University,False
/players/s/sheltlo01.html,Lonnie Shelton,1977,1986,F-C,6-8,240,"October 19, 1955",Oregon State University,False
/players/s/shengto01.html,Tornike Shengelia,2013,2014,F,6-9,217,"October 5, 1991",,True
/players/s/shephbi01.html,Billy Shepherd,1973,1975,G,5-10,160,"November 18, 1949",Butler University,False
/players/s/sheppje01.html,Jeffrey Sheppard,1999,1999,G,6-3,190,"September 29, 1974",University of Kentucky,False
/players/s/sheppst01.html,Steve Sheppard,1978,1979,F,6-6,215,"March 21, 1954",University of Maryland,False
/players/s/sheroed01.html,Ed Sherod,1983,1983,G,6-2,170,"September 13, 1959",Virginia Commonwealth University,False
/players/s/shippch01.html,Charley Shipp,1950,1950,G-F,6-1,200,"December 3, 1913",Catholic University of America,False
/players/s/shirlpa01.html,Paul Shirley,2003,2005,F,6-10,230,"December 23, 1977",Iowa State University,False
/players/s/shortge01.html,Gene Short,1976,1976,F,6-6,200,"August 7, 1953",Jackson State University,False
/players/s/shortpu01.html,Purvis Short,1979,1990,F-G,6-7,210,"July 2, 1957",Jackson State University,False
/players/s/shousde01.html,Dexter Shouse,1990,1990,G,6-2,200,"March 24, 1963",University of South Alabama,False
/players/s/shriddi01.html,Dick Shrider,1949,1949,G,6-2,190,"February 7, 1923",Ohio University,False
/players/s/shuege01.html,Gene Shue,1955,1964,G,6-2,170,"December 18, 1931",University of Maryland,False
/players/s/shumajo01.html,John Shumate,1976,1981,F-C,6-9,235,"April 6, 1952",University of Notre Dame,False
/players/s/shumpim01.html,Iman Shumpert,2012,2015,G,6-5,212,"June 26, 1990",Georgia Institute of Technology,True
/players/s/shvedal01.html,Alexey Shved,2013,2015,G,6-6,190,"December 16, 1988",,True
/players/s/sibersa01.html,Sam Sibert,1973,1973,F,6-7,215,"February 11, 1949",Kentucky State University,False
/players/s/siblema01.html,Mark Sibley,1974,1974,G,6-2,175,"November 13, 1950",Northwestern University,False
/players/s/sichtje01.html,Jerry Sichting,1981,1990,G,6-1,168,"November 29, 1956",Purdue University,False
/players/s/sidledo01.html,Donald Sidle,1969,1972,F-C,6-8,215,"June 21, 1946",University of Oklahoma,False
/players/s/siegfla01.html,Larry Siegfried,1964,1972,F,6-3,190,"May 22, 1939",Ohio State University,False
